Loaded pretrained weights for efficientnet-b0
Epoch: 0 	Training Loss: 0.150511 	Validation Loss: 0.125284 
Epoch: 35 	Training Loss: 0.118487 	Validation Loss: 0.080845 
Epoch: 35 	Training acc: 96.53 	Validation acc: 97.66 
Epoch: 36 	Training Loss: 0.108515 	Validation Loss: 0.064751 
Epoch: 36 	Training acc: 96.92 	Validation acc: 98.08 
Epoch: 37 	Training Loss: 0.103370 	Validation Loss: 0.063915 
Epoch: 37 	Training acc: 96.81 	Validation acc: 98.06 
Epoch: 38 	Training Loss: 0.119314 	Validation Loss: 0.061455 
Epoch: 38 	Training acc: 96.51 	Validation acc: 98.14 
Epoch: 39 	Training Loss: 0.119864 	Validation Loss: 0.076320 
Epoch: 39 	Training acc: 96.42 	Validation acc: 97.94 
Epoch: 40 	Training Loss: 0.123980 	Validation Loss: 0.072438 
Epoch: 40 	Training acc: 96.63 	Validation acc: 97.84 
Epoch: 41 	Training Loss: 0.106350 	Validation Loss: 0.072590 
Epoch: 41 	Training acc: 96.72 	Validation acc: 97.84 
Epoch: 42 	Training Loss: 0.111882 	Validation Loss: 0.067993 
Epoch: 42 	Training acc: 96.51 	Validation acc: 98.20 
Epoch: 43 	Training Loss: 0.108924 	Validation Loss: 0.072598 
Epoch: 43 	Training acc: 96.62 	Validation acc: 97.92 
Epoch: 44 	Training Loss: 0.105320 	Validation Loss: 0.070200 
Epoch: 44 	Training acc: 96.88 	Validation acc: 97.88 
Epoch: 45 	Training Loss: 0.124867 	Validation Loss: 0.069226 
Epoch: 45 	Training acc: 96.35 	Validation acc: 98.00 
Epoch: 46 	Training Loss: 0.106290 	Validation Loss: 0.075130 
Epoch: 46 	Training acc: 96.95 	Validation acc: 97.84 
Epoch: 47 	Training Loss: 0.127271 	Validation Loss: 0.069452 
Epoch: 47 	Training acc: 96.31 	Validation acc: 97.90 
Epoch: 48 	Training Loss: 0.111278 	Validation Loss: 0.065042 
Epoch: 48 	Training acc: 96.85 	Validation acc: 98.10 
Epoch: 49 	Training Loss: 0.103023 	Validation Loss: 0.081377 
Epoch: 49 	Training acc: 96.87 	Validation acc: 97.64 
