Epoch: 0 	Training Loss: 0.282795 	Validation Loss: 0.091503 
Validation loss decreased (0.039259 --> 0.037947).  Saving model ...
Epoch: 12 	Training Loss: 0.010431 	Validation Loss: 0.044848 
Epoch: 12 	Training acc: 99.65 	Validation acc: 98.56 
Epoch: 13 	Training Loss: 0.032559 	Validation Loss: 0.171503 
Epoch: 13 	Training acc: 98.91 	Validation acc: 95.46 
Epoch: 14 	Training Loss: 0.020450 	Validation Loss: 0.044428 
Epoch: 14 	Training acc: 99.28 	Validation acc: 98.60 
Epoch: 15 	Training Loss: 0.040192 	Validation Loss: 0.044040 
Epoch: 15 	Training acc: 98.50 	Validation acc: 98.80 
Epoch: 16 	Training Loss: 0.009601 	Validation Loss: 0.045601 
Epoch: 16 	Training acc: 99.65 	Validation acc: 98.74 
Epoch: 17 	Training Loss: 0.013307 	Validation Loss: 0.062264 
Epoch: 17 	Training acc: 99.43 	Validation acc: 98.24 
Epoch: 18 	Training Loss: 0.017562 	Validation Loss: 0.049125 
Epoch: 18 	Training acc: 99.30 	Validation acc: 98.66 
Epoch: 19 	Training Loss: 0.006570 	Validation Loss: 0.047879 
Epoch: 19 	Training acc: 99.78 	Validation acc: 98.64 
Epoch: 20 	Training Loss: 0.009976 	Validation Loss: 0.089363 
Epoch: 20 	Training acc: 99.63 	Validation acc: 97.88 
Epoch: 21 	Training Loss: 0.045392 	Validation Loss: 0.060986 
Epoch: 21 	Training acc: 98.71 	Validation acc: 98.62 
Epoch: 22 	Training Loss: 0.018093 	Validation Loss: 0.072072 
Epoch: 22 	Training acc: 99.39 	Validation acc: 98.34 
Epoch: 23 	Training Loss: 0.014580 	Validation Loss: 0.050586 
Epoch: 23 	Training acc: 99.39 	Validation acc: 98.76 
Epoch: 24 	Training Loss: 0.082954 	Validation Loss: 0.059156 
Epoch: 24 	Training acc: 97.84 	Validation acc: 98.64 
Epoch: 25 	Training Loss: 0.006210 	Validation Loss: 0.058543 
Epoch: 25 	Training acc: 99.78 	Validation acc: 98.62 
Epoch: 26 	Training Loss: 0.006941 	Validation Loss: 0.073868 
Epoch: 26 	Training acc: 99.76 	Validation acc: 98.32 
Epoch: 27 	Training Loss: 0.016370 	Validation Loss: 0.056842 
Epoch: 27 	Training acc: 99.43 	Validation acc: 98.84 
Epoch: 28 	Training Loss: 0.013396 	Validation Loss: 0.049130 
Epoch: 28 	Training acc: 99.45 	Validation acc: 98.82 
Epoch: 29 	Training Loss: 0.006742 	Validation Loss: 0.073185 
Epoch: 29 	Training acc: 99.78 	Validation acc: 98.40 
Epoch: 30 	Training Loss: 0.008078 	Validation Loss: 0.058436 
Epoch: 30 	Training acc: 99.74 	Validation acc: 98.82 
Epoch: 31 	Training Loss: 0.009483 	Validation Loss: 0.051402 
Epoch: 31 	Training acc: 99.74 	Validation acc: 98.90 
Epoch: 32 	Training Loss: 0.011816 	Validation Loss: 0.062669 
Epoch: 32 	Training acc: 99.58 	Validation acc: 98.68 
Epoch: 33 	Training Loss: 0.013669 	Validation Loss: 0.190056 
Epoch: 33 	Training acc: 99.56 	Validation acc: 95.94 
Epoch: 34 	Training Loss: 0.053402 	Validation Loss: 0.065909 
Epoch: 34 	Training acc: 98.53 	Validation acc: 98.68 
Epoch: 35 	Training Loss: 0.020727 	Validation Loss: 0.341291 
Epoch: 35 	Training acc: 99.38 	Validation acc: 94.66 
Epoch: 36 	Training Loss: 0.008104 	Validation Loss: 0.063267 
Epoch: 36 	Training acc: 99.73 	Validation acc: 98.76 
Epoch: 37 	Training Loss: 0.006744 	Validation Loss: 0.079348 
Epoch: 37 	Training acc: 99.72 	Validation acc: 98.58 
Epoch: 38 	Training Loss: 0.006405 	Validation Loss: 0.073275 
Epoch: 38 	Training acc: 99.77 	Validation acc: 98.66 
Epoch: 39 	Training Loss: 0.054401 	Validation Loss: 0.079717 
Epoch: 39 	Training acc: 98.87 	Validation acc: 98.56 
Epoch: 40 	Training Loss: 0.004069 	Validation Loss: 0.076453 
Epoch: 40 	Training acc: 99.88 	Validation acc: 98.74 
Epoch: 41 	Training Loss: 0.020463 	Validation Loss: 0.070499 
Epoch: 41 	Training acc: 99.45 	Validation acc: 98.88 
Epoch: 42 	Training Loss: 0.006491 	Validation Loss: 0.073708 
Epoch: 42 	Training acc: 99.83 	Validation acc: 98.58 
Epoch: 43 	Training Loss: 0.020290 	Validation Loss: 0.066617 
Epoch: 43 	Training acc: 99.46 	Validation acc: 98.68 
Epoch: 44 	Training Loss: 0.012226 	Validation Loss: 0.065857 
Epoch: 44 	Training acc: 99.69 	Validation acc: 98.80 
Epoch: 45 	Training Loss: 0.012040 	Validation Loss: 0.120625 
Epoch: 45 	Training acc: 99.69 	Validation acc: 97.88 
Epoch: 46 	Training Loss: 0.015968 	Validation Loss: 0.181132 
Epoch: 46 	Training acc: 99.52 	Validation acc: 96.90 
Epoch: 47 	Training Loss: 0.044196 	Validation Loss: 0.151404 
Epoch: 47 	Training acc: 98.84 	Validation acc: 97.76 
Epoch: 48 	Training Loss: 0.041093 	Validation Loss: 0.086787 
Epoch: 48 	Training acc: 98.90 	Validation acc: 98.58 
Epoch: 49 	Training Loss: 0.014928 	Validation Loss: 0.101704 
Epoch: 49 	Training acc: 99.64 	Validation acc: 98.50 
